Pumpkaboo,14,5,335,49,66,70,44,55,51
Pupitar,13,9,410,70,84,70,65,70,51
Purrloin,16,0,281,41,50,37,50,37,66
Purugly,1,0,452,71,82,64,64,59,112
Pyroar,2,1,507,86,68,72,109,66,106
Pyukumuku,3,0,410,55,60,130,30,130,5
Quagsire,3,9,430,95,85,85,65,65,35
Quilladin,5,0,405,61,78,95,56,58,57
Qwilfish,3,8,440,65,95,85,55,55,85
Raboot,2,0,420,65,86,60,55,60,94
Raichu,4,0,485,60,90,55,90,80,110
Raikou,4,0,580,90,85,75,115,100,115
Ralts,11,18,198,28,25,25,45,35,40
Rampardos,13,0,495,97,165,60,65,50,58
Rapidash,2,0,500,65,100,70,80,80,105
Raticate,1,0,413,55,81,60,50,70,97
Rattata,1,0,253,30,56,35,25,35,72
Rayquaza,15,10,680,105,150,90,150,90,95
Regice,6,0,580,80,50,100,100,200,50
Regigigas,1,0,670,110,160,110,80,110,100
Regirock,13,0,580,80,100,200,50,100,50
Registeel,17,0,580,80,75,150,75,150,50
Relicanth,3,13,485,100,90,130,45,65,55
Remoraid,3,0,300,35,65,35,65,35,65
Reshiram,15,2,680,100,120,100,150,120,90
Reuniclus,11,0,490,110,65,75,125,85,30
Rhydon,9,13,485,105,130,120,45,45,40
Rhyhorn,9,13,345,80,85,95,30,30,25
Rhyperior,9,13,535,115,140,130,55,55,40
Ribombee,12,18,464,60,55,60,95,70,124
Rillaboom,5,0,530,100,125,90,60,70,85
Riolu,7,0,285,40,70,40,35,40,60
Rockruff,13,0,280,45,65,40,30,40,60
Roggenrola,13,0,280,55,75,85,25,25,15
Rolycoly,13,0,240,30,40,50,40,50,30
Rookidee,10,0,245,38,47,35,33,35,57
Roselia,5,8,400,50,60,45,100,80,65
Roserade,5,8,515,60,70,65,125,105,90
Rotom,4,14,440,50,50,77,95,77,91
Rowlet,5,10,320,68,55,55,50,50,42
Rufflet,1,10,350,70,83,50,37,50,60
Runerigus,9,14,483,58,95,145,50,105,30
Sableye,16,14,380,50,75,75,65,65,50
Salamence,15,10,600,95,135,80,110,80,100
Salandit,8,2,320,48,44,40,71,40,77
Salazzle,8,2,480,68,64,60,111,60,117
Samurott,3,0,528,95,100,85,108,70,70
Sandaconda,9,0,510,72,107,125,65,70,71
Sandile,9,16,292,50,72,35,35,35,65
Sandshrew,9,0,300,50,75,85,20,30,40
Sandslash,9,0,450,75,100,110,45,55,65
Sandygast,14,9,320,55,55,80,70,45,15
Sawk,7,0,465,75,125,75,30,75,85
Sawsbuck,1,5,475,80,100,70,60,70,95
Scatterbug,12,0,200,38,35,40,27,25,35
Sceptile,5,0,530,70,85,65,105,85,120
Scizor,12,17,500,70,130,100,55,80,65
Scolipede,12,8,485,60,100,89,55,69,112
Scorbunny,2,0,310,50,71,40,40,40,69
Scrafty,16,7,488,65,90,115,45,115,58
Scraggy,16,7,348,50,75,70,35,70,48
Scyther,12,10,500,70,110,80,55,80,105
Seadra,3,0,440,55,65,95,95,45,85
Seaking,3,0,450,80,92,65,65,80,68
Sealeo,6,3,410,90,60,70,75,70,45
Seedot,5,0,220,40,40,50,30,30,30
Seel,3,0,325,65,45,55,45,70,45
Seismitoad,3,9,509,105,95,75,85,75,74
Sentret,1,0,215,35,46,34,35,45,20
Serperior,5,0,528,75,75,95,75,95,113
Servine,5,0,413,60,60,75,60,75,83
Seviper,8,0,458,73,100,60,100,60,65
Sewaddle,12,5,310,45,53,70,40,60,42
Sharpedo,3,16,460,70,120,40,95,40,95
Shaymin,5,10,600,100,103,75,120,75,127
Shedinja,12,14,236,1,90,45,30,30,40
Shelgon,15,0,420,65,95,100,60,50,50
Shellder,3,0,305,30,65,100,45,25,40
Shellos,3,0,325,76,48,48,57,62,34
Shelmet,12,0,305,50,40,85,40,65,25
Shieldon,13,17,350,30,42,118,42,88,30
Shiftry,5,16,480,90,100,60,90,60,80
Shiinotic,5,18,405,60,45,80,90,100,30
Shinx,4,0,263,45,65,34,40,34,45
Shroomish,5,0,295,60,40,60,40,60,35
Shuckle,12,13,505,20,10,230,10,230,5
Shuppet,14,0,295,44,75,35,63,33,45
Sigilyph,11,10,490,72,58,80,103,80,97
Silicobra,9,0,315,52,57,75,35,50,46
Silvally,1,0,570,95,95,95,95,95,95
Simipour,3,0,498,75,98,63,98,63,101
Sinistea,14,0,308,40,45,45,74,54,50
Sirfetch'd,7,0,507,62,135,95,68,82,65
Sizzlipede,2,12,305,50,65,45,50,50,45
Skarmory,17,10,465,65,80,140,40,70,70
Skiddo,5,0,350,66,65,48,62,57,52
Skiploom,5,10,340,55,45,50,45,65,80
Skitty,1,0,260,50,45,45,35,35,50
Skorupi,8,12,330,40,50,90,30,55,65
Skrelp,8,3,320,50,60,60,60,60,30
Skuntank,8,16,479,103,93,67,71,61,84
Skwovet,1,0,275,70,55,55,35,35,25
Slaking,1,0,670,150,160,100,95,65,100
Slakoth,1,0,280,60,60,60,35,35,30
Sliggoo,15,0,452,68,75,53,83,113,60
Slowbro,3,11,490,95,75,110,100,80,30
Slowking,3,11,490,95,75,80,100,110,30
Slowpoke,3,11,315,90,65,65,40,40,15
Slugma,2,0,250,40,40,40,70,40,20
Slurpuff,18,0,480,82,80,86,85,75,72
Smeargle,1,0,250,55,20,35,20,45,75
Smoochum,6,11,305,45,30,15,85,65,65
Sneasel,16,6,430,55,95,55,35,75,115
Snivy,5,0,308,45,45,55,45,55,63
Snom,6,12,185,30,25,35,45,30,20
Snorlax,1,0,540,160,110,65,65,110,30
Snorunt,6,0,300,50,50,50,50,50,50
Snover,5,6,334,60,62,50,62,60,40
Snubbull,18,0,300,60,80,50,40,40,30
Sobble,3,0,310,50,40,40,70,40,70
Solgaleo,11,17,680,137,137,107,113,89,97
Solosis,11,0,290,45,30,40,105,50,20
Solrock,13,11,460,90,95,85,55,65,70
Spearow,1,10,262,40,60,30,31,31,70
Spewpa,12,0,213,45,22,60,27,30,29
Spheal,6,3,290,70,40,50,55,50,25
Spinarak,12,8,250,40,60,40,40,40,30
Spinda,1,0,360,60,60,60,60,60,60
Spiritomb,14,16,485,50,92,108,92,108,35
Spoink,11,0,330,60,25,35,70,80,60
Spritzee,18,0,341,78,52,60,63,65,23
Squirtle,3,0,314,44,48,65,50,64,43
Stakataka,13,17,570,61,131,211,53,101,13
Stantler,1,0,465,73,95,62,85,65,85
Staraptor,1,10,485,85,120,70,50,60,100
Staravia,1,10,340,55,75,50,40,40,80
Starly,1,10,245,40,55,30,30,30,60
Starmie,3,11,520,60,75,85,100,85,115
Staryu,3,0,340,30,45,55,70,55,85
Steelix,17,9,510,75,85,200,55,65,30
Steenee,5,0,290,52,40,48,40,48,62
Stonjourner,13,0,470,100,125,135,20,20,70
Stoutland,1,0,500,85,110,90,45,90,80
Stufful,1,7,340,70,75,50,45,50,50
Stunfisk,9,4,471,109,66,84,81,99,32
Stunky,8,16,329,63,63,47,41,41,74
Sudowoodo,13,0,410,70,100,115,30,65,30
Suicune,3,0,580,100,75,115,90,115,85
Sunflora,5,0,425,75,75,55,105,85,30
Sunkern,5,0,180,30,30,30,30,30,30
Surskit,12,3,269,40,30,32,50,52,65
Swablu,1,10,310,45,40,60,40,75,50
Swadloon,12,5,380,55,63,90,50,80,42
Swalot,8,0,467,100,73,83,73,83,55
Swampert,3,9,535,100,110,90,85,90,60
Swanna,3,10,473,75,87,63,87,63,98
Swellow,1,10,455,60,85,60,75,50,125
Swinub,6,9,250,50,50,40,30,30,50
Swirlix,18,0,341,62,48,66,59,57,49
Swoobat,11,10,425,67,57,55,77,55,114
Sylveon,18,0,525,95,65,65,110,130,60
Taillow,1,10,270,40,55,30,30,30,85
Talonflame,2,10,499,78,81,71,74,69,126
Tangela,5,0,435,65,55,115,100,40,60
Tangrowth,5,0,535,100,100,125,110,50,50
Tapu Bulu,5,18,570,70,130,115,85,95,75
Tapu Fini,3,18,570,70,75,115,95,130,85
Tapu Koko,4,18,570,70,115,85,95,75,130
Tapu Lele,11,18,570,70,85,75,130,115,95
Tauros,1,0,490,75,100,95,40,70,110
Teddiursa,1,0,330,60,80,50,50,50,40
Tentacool,3,8,335,40,40,35,50,100,70
Tentacruel,3,8,515,80,70,65,80,120,100
Tepig,2,0,308,65,63,45,45,45,45
Terrakion,13,7,580,91,129,90,72,90,108
Thievul,16,0,455,70,58,58,87,92,90
Throh,7,0,465,120,100,85,30,85,45
Thundurus,4,10,580,79,115,70,125,80,111
Thwackey,5,0,420,70,85,70,55,60,80
Timburr,7,0,305,75,80,55,25,35,35
Tirtouga,3,13,355,54,78,103,53,45,22
Togedemaru,4,17,435,65,98,63,40,73,96
Togekiss,18,10,545,85,50,95,120,115,80
Togepi,18,0,245,35,20,65,40,65,20
Togetic,18,10,405,55,40,85,80,105,40
Torchic,2,0,310,45,60,40,70,50,45
Torkoal,2,0,470,70,85,140,85,70,20
Torracat,2,0,420,65,85,50,80,50,90
Torterra,5,9,525,95,109,105,75,85,56
Totodile,3,0,314,50,65,64,44,48,43
Toucannon,1,10,485,80,120,75,75,75,60
Toxapex,8,3,495,50,63,152,53,142,35
Toxel,4,8,242,40,38,35,54,35,40
Toxicroak,8,7,490,83,106,65,86,65,85
Toxtricity,4,8,502,75,98,70,114,70,75
Tranquill,1,10,358,62,77,62,50,42,65
Trapinch,9,0,290,45,100,45,45,45,10
Treecko,5,0,310,40,45,35,65,55,70
Trevenant,14,5,474,85,110,76,65,82,56
Tropius,5,10,460,99,68,83,72,87,51
Trubbish,8,0,329,50,50,62,40,62,65
Trumbeak,1,10,355,55,85,50,40,50,75
Tsareena,5,0,510,72,120,98,50,98,72
Turtonator,2,15,485,60,78,135,91,85,36
Turtwig,5,0,318,55,68,64,45,55,31
Tympole,3,0,294,50,50,40,50,40,64
Tynamo,4,0,275,35,55,40,45,40,60
Type: Null,1,0,534,95,95,95,95,95,59
Typhlosion,2,0,534,78,84,78,109,85,100
Tyranitar,13,16,600,100,134,110,95,100,61
Tyrantrum,13,15,521,82,121,119,69,59,71
Tyrogue,7,0,210,35,35,35,35,35,35
Tyrunt,13,15,362,58,89,77,45,45,48
Umbreon,16,0,525,95,65,110,60,130,65
Unfezant,1,10,488,80,115,80,65,55,93
Unown,11,0,336,48,72,48,72,48,48
Ursaring,1,0,500,90,130,75,75,75,55
Urshifu,7,16,550,100,130,100,63,60,97
Uxie,11,0,580,75,75,130,75,130,95
Vanillish,6,0,395,51,65,65,80,75,59
Vanillite,6,0,305,36,50,50,65,60,44
Vanilluxe,6,0,535,71,95,85,110,95,79
Vaporeon,3,0,525,130,65,60,110,95,65
Venipede,12,8,260,30,45,59,30,39,57
Venomoth,12,8,450,70,65,60,90,75,90
Venonat,12,8,305,60,55,50,40,55,45
Venusaur,5,8,525,80,82,83,100,100,80
Vespiquen,12,10,474,70,80,102,80,102,40
Vibrava,9,15,340,50,70,50,50,50,70
Victini,11,2,600,100,100,100,100,100,100
Victreebel,5,8,490,80,105,65,100,70,70
Vigoroth,1,0,440,80,80,80,55,55,90
Vikavolt,12,4,500,77,70,90,145,75,43
Vileplume,5,8,490,75,80,85,110,90,50
Virizion,5,7,580,91,90,72,90,129,108
Vivillon,12,10,411,80,52,50,90,50,89
Volbeat,12,0,430,65,73,75,47,85,85
Volcanion,2,3,600,80,110,120,130,90,70
Volcarona,12,2,550,85,60,65,135,105,100
Voltorb,4,0,330,40,30,50,55,55,100
Vullaby,16,10,370,70,55,75,45,65,60
Vulpix,2,0,299,38,41,40,50,65,65
Wailmer,3,0,400,130,70,35,70,35,60
Wailord,3,0,500,170,90,45,90,45,60
Walrein,6,3,530,110,80,90,95,90,65
Wartortle,3,0,405,59,63,80,65,80,58
Watchog,1,0,420,60,85,69,60,69,77
Weavile,16,6,510,70,120,65,45,85,125
Weedle,12,8,195,40,35,30,20,20,50
Weepinbell,5,8,390,65,90,50,85,45,55
Weezing,8,0,490,65,90,120,85,70,60
Whimsicott,5,18,480,60,67,85,77,75,116
Whirlipede,12,8,360,40,55,99,40,79,47
Whiscash,3,9,468,110,78,73,76,71,60
Whismur,1,0,240,64,51,23,51,23,28
Wigglytuff,1,18,435,140,70,45,85,50,45
Wimpod,12,3,230,25,35,40,20,30,80
Wingull,3,10,270,40,30,30,55,30,85
Wobbuffet,11,0,405,190,33,58,33,58,33
Woobat,11,10,323,65,45,43,55,43,72
Wooloo,1,0,270,42,40,55,40,45,48
Wooper,3,9,210,55,45,45,25,25,15
Wormadam,12,5,424,60,59,85,79,105,36
Wurmple,12,0,195,45,45,35,20,30,20
Wynaut,11,0,260,95,23,48,23,48,23
Xatu,11,10,470,65,75,70,95,70,95
Xerneas,18,0,680,126,131,95,131,98,99
Xurkitree,4,0,570,83,89,71,173,71,83
Yamask,14,0,303,38,30,85,55,65,30
Yamper,4,0,270,59,45,50,40,50,26
Yanma,12,10,390,65,65,45,75,45,95
Yanmega,12,10,515,86,76,86,116,56,95
Yungoos,1,0,253,48,70,30,30,30,45
Yveltal,16,10,680,126,131,95,131,98,99
Zacian,18,17,720,92,170,115,80,115,148
Zamazenta,7,17,720,92,130,145,80,145,128
Zangoose,1,0,458,73,115,60,60,60,90
Zapdos,4,10,580,90,90,85,125,90,100
Zarude,16,5,600,105,120,105,70,95,105
Zebstrika,4,0,497,75,100,63,80,63,116
Zekrom,15,4,680,100,150,120,120,100,90
Zeraora,4,0,600,88,112,75,102,80,143
Zigzagoon,1,0,240,38,30,41,30,41,60
Zoroark,16,0,510,60,105,60,120,60,105
Zorua,16,0,330,40,65,40,80,40,65
Zubat,8,10,245,40,45,35,30,40,55
Zweilous,16,15,420,72,85,70,65,70,58
Zygarde,15,9,600,108,100,121,81,95,95
